Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Mingenew,LGA,55530,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Mingenew,LGA,55530,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Mingenew,LGA,55530,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Mingenew,LGA,55530,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,1,1,Cyclone,2021-04-11
Moora,LGA,55600,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Moora,LGA,55600,Western Australia,Heavy Rainfall and Associated Flooding Event: 30 to 31 July 2015,673,0,0,0,0,unknown,0,0,"Flood, Rainfall",2015-07-30
Moora,LGA,55600,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Moora,LGA,55600,Western Australia,Rainfall following Tropical Cyclone Joyce: 11 to 16 January 2018,781,1,1,0,0,A/B,0,0,"Cyclone, Rainfall",2018-01-11
Morawa,LGA,55670,Western Australia,Western Australia severe thunderstorms and associated flooding: 19 to 20 February 2011,436,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-02-19
Morawa,LGA,55670,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Morawa,LGA,55670,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Morawa,LGA,55670,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Morawa,LGA,55670,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,1,1,Cyclone,2021-04-11
Morawa,LGA,55670,Western Australia,AGRN 1021 - WA Flooding in the Midwest and Gascoyne Regions (26 March - 3 April 2022),1021,1,1,0,0,A/B,0,0,Flood,2022-03-26
Mosman Park,LGA,55740,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Mount Magnet,LGA,55810,Western Australia,Western Australia floods: 15 December 2010,418,0,0,0,0,unknown,0,0,Flood,2010-12-15
Mount Magnet,LGA,55810,Western Australia,Western Australia severe thunderstorms and associated flooding: 19 to 20 February 2011,436,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-02-19
Mount Magnet,LGA,55810,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Mount Magnet,LGA,55810,Western Australia,Tropical lows and associated flooding: 16 January and 6 February 2014,606,0,0,0,0,unknown,0,0,"Flood, Low/tropical low",2014-01-16
Mount Magnet,LGA,55810,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Mount Magnet,LGA,55810,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Mount Magnet,LGA,55810,Western Australia,"Tropical Cyclone Blake, associate thunderstorms and flooding : 8-16 January 2020",888,1,1,0,0,A/B,0,0,"Cyclone, Flood, Storm, Thunderstorm",2020-01-08
Mount Marshall,LGA,55880,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Mount Marshall,LGA,55880,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Mount Marshall,LGA,55880,Western Australia,"AGRN 962 - Storms, heavy rainfall and associated flooding in the Mid West & South West Land Division (1-5 March 2021)",962,0,1,0,0,A/B,0,0,Storm,2021-03-01
Mount Marshall,LGA,55880,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,0,0,Cyclone,2021-04-11
Mukinbudin,LGA,55950,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Mukinbudin,LGA,55950,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Mukinbudin,LGA,55950,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Mukinbudin,LGA,55950,Western Australia,Severe Thunderstorms and Associated Flooding in the South West Lan Division and adjacent Goldfields: 24 to 28 February 2020,903,1,1,0,0,A/B,0,0,"Flood, Storm, Thunderstorm",2020-02-24
Mundaring,LGA,56090,Western Australia,Parkerville bushfire: 12 January 2014,600,0,0,0,0,unknown,0,0,Bushfire,2014-01-12
Mundaring,LGA,56090,Western Australia,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,1,1,1,0,C/D,1,1,Bushfire,2021-02-01
Mundaring,LGA,56090,Western Australia,AGRN 1201 - Storm in the Perth Hills Area in Western Australia (19 February 2025),1201,1,1,0,0,A/B,0,0,Storm,2025-02-19
Murchison,LGA,56160,Western Australia,Western Australia floods: 15 December 2010,418,0,0,0,0,unknown,0,0,Flood,2010-12-15
Murchison,LGA,56160,Western Australia,Western Australia severe thunderstorms: 10 to 11 February 2011,433,0,0,0,0,unknown,0,0,Thunderstorm,2011-02-10
Murchison,LGA,56160,Western Australia,Tropical lows and associated flooding: 16 January and 6 February 2014,606,0,0,0,0,unknown,0,0,"Flood, Low/tropical low",2014-01-16
Murchison,LGA,56160,Western Australia,Surface Trough and Associated Flooding: 26 April 2014,627,0,0,0,0,unknown,0,0,Flood,2014-04-26
Murchison,LGA,56160,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Murchison,LGA,56160,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Murchison,LGA,56160,Western Australia,Rainfall following Tropical Cyclone Joyce: 11 to 16 January 2018,781,1,1,0,0,A/B,0,0,"Cyclone, Rainfall",2018-01-11
Murchison,LGA,56160,Western Australia,Thunderstorms and Associated Flooding in the Midwest and Gascoyne Regions: 11 - 14 April 2019,863,0,1,0,0,A/B,0,0,"Flood, Storm, Thunderstorm",2019-04-11
Murchison,LGA,56160,Western Australia,Tropical Cyclone Damien and associated flooding: 4 to 9 February 2020,899,1,1,0,0,A/B,0,0,"Cyclone, Flood",2020-02-04
Murchison,LGA,56160,Western Australia,AGRN 951 - Tropical Low and Low and Associated Flooding (28 January - 8 February 2021),951,1,1,0,0,A/B,0,0,Storm,2021-01-28
Murchison,LGA,56160,Western Australia,AGRN 974 - WA - Flooding in the Gascoyne and Murchison Regions (29-31 May 2021),974,0,1,0,0,A/B,0,0,Flood,2021-05-29
Murchison,LGA,56160,Western Australia,AGRN 1021 - WA Flooding in the Midwest and Gascoyne Regions (26 March - 3 April 2022),1021,1,1,0,0,A/B,0,0,Flood,2022-03-26
Murchison,LGA,56160,Western Australia,AGRN 1062 - Storms and associated flooding in the Midwest-Gascoyne and Pilbara regions (29 March - 4 April 2023),1062,1,1,0,0,A/B,0,0,Storm,2023-03-29
Murchison,LGA,56160,Western Australia,AGRN 1175 - Storms and Associated Flooding in the Pilbara and Midwest-Gascoyne Regions (10 December -17 December 2024),1175,1,1,0,0,A/B,0,0,Storm,2024-12-10
Murray,LGA,56230,Western Australia,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Murray,LGA,56230,Western Australia,New South Wales floods: February 2011,430,0,0,0,0,unknown,0,0,Flood,2011-02-04
Murray,LGA,56230,Western Australia,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Murray,LGA,56230,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Murray,LGA,56230,Western Australia,Severe thunderstorms and associated flooding: 11 to 13 December 2012,532,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2012-12-11
Murray,LGA,56230,Western Australia,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Murray,LGA,56230,Western Australia,Storm-Southwest Land Division: 22 to 24 September 2013,583,0,0,0,0,unknown,0,0,Storm,2013-09-22
Murray,LGA,56230,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Nannup,LGA,56300,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Nannup,LGA,56300,Western Australia,Storm-Southwest Land Division: 22 to 24 September 2013,583,0,0,0,0,unknown,0,0,Storm,2013-09-22
Nannup,LGA,56300,Western Australia,Heavy Rainfall and Associated Flooding: 18 to 21 January 2016,696,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-01-18
Narembeen,LGA,56370,Western Australia,Western Australia severe thunderstorms and associated flooding: 6 and 12 December 2011,465,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-12-06
Narembeen,LGA,56370,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Narembeen,LGA,56370,Western Australia,Heavy Rainfall and Flooding in the South West Land Division: 19 to 27 March 2016,714,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-03-19
Narembeen,LGA,56370,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Narrogin,LGA,56460,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Narrogin,LGA,56460,Western Australia,Western Australia-severe thunderstorms and associated flooding: 3 November 2011,464,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-11-03
Narrogin,LGA,56460,Western Australia,Western Australia severe thunderstorms and associated flooding: 6 and 12 December 2011,465,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-12-06
Narrogin,LGA,56460,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Narrogin,LGA,56460,Western Australia,Severe thunderstorms and associated flooding: 11 to 13 December 2012,532,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2012-12-11
Narrogin,LGA,56460,Western Australia,Heavy Rainfall and Associated Flooding: 18 to 21 January 2016,696,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-01-18
Narrogin,LGA,56460,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Narrogin,LGA,56460,Western Australia,AGRN 978 - WA - Severe Weather across the Lower South West Land Division (20-31 July 2021),978,0,1,0,0,A/B,0,0,Storm,2021-07-20
Nedlands,LGA,56580,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Ngaanyatjarraku,LGA,56620,Western Australia,Western Australia severe thunderstorms: 10 to 11 February 2011,433,0,0,0,0,unknown,0,0,Thunderstorm,2011-02-10
Ngaanyatjarraku,LGA,56620,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Ngaanyatjarraku,LGA,56620,Western Australia,"AGRN 1120 - Storms and associated flooding across the Goldfields, Southern Interior and Eucla areas (7 March 2024 onwards)",1120,1,1,0,0,A/B,0,0,Storm,2024-03-07
Northam,LGA,56730,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Northam,LGA,56730,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Northam,LGA,56730,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Northam,LGA,56730,Western Australia,Heavy Rainfall and Flooding in the South West Land Division: 19 to 27 March 2016,714,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-03-19
Northam,LGA,56730,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Northam,LGA,56730,Western Australia,Rainfall following Tropical Cyclone Joyce: 11 to 16 January 2018,781,1,1,0,0,A/B,0,0,"Cyclone, Rainfall",2018-01-11
Northam,LGA,56730,Western Australia,Flooding in the Wheatbelt: 25 February 2018,822,1,1,0,0,A/B,0,0,Flood,2018-02-25
Northam,LGA,56730,Western Australia,"AGRN 962 - Storms, heavy rainfall and associated flooding in the Mid West & South West Land Division (1-5 March 2021)",962,0,1,0,0,A/B,0,0,Storm,2021-03-01
Northampton,LGA,56790,Western Australia,Western Australia floods: 15 December 2010,418,0,0,0,0,unknown,0,0,Flood,2010-12-15
Northampton,LGA,56790,Western Australia,Western Australia severe thunderstorms and associated flooding: 19 to 20 February 2011,436,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-02-19
Northampton,LGA,56790,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Northampton,LGA,56790,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,1,1,Cyclone,2021-04-11
Northampton,LGA,56790,Western Australia,AGRN 1143 - Heavy Rainfall and Associated Flooding in the Geraldton Region of Western Australia (6-9 June 2024),1143,1,1,0,0,A/B,0,0,Flood,2024-06-06
Northampton,LGA,56790,Western Australia,AGRN 1150 - WA - Heavy Rainfall and associated flooding in the Shire of Northampton (26-30 June 2024),1150,1,1,0,0,A/B,0,0,Flood,2024-06-26
Nungarin,LGA,56860,Western Australia,Western Australia severe thunderstorms: 10 to 11 February 2011,433,0,0,0,0,unknown,0,0,Thunderstorm,2011-02-10
Nungarin,LGA,56860,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Perenjori,LGA,57000,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Perenjori,LGA,57000,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Perenjori,LGA,57000,Western Australia,Heavy Rainfall and Flooding in the South West Land Division: 19 to 27 March 2016,714,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-03-19
Perenjori,LGA,57000,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Perenjori,LGA,57000,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,1,1,Cyclone,2021-04-11
Perth,LGA,57080,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Pingelly,LGA,57140,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Pingelly,LGA,57140,Western Australia,Western Australia severe thunderstorms and associated flooding: 6 and 12 December 2011,465,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-12-06
Pingelly,LGA,57140,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Pingelly,LGA,57140,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Pingelly,LGA,57140,Western Australia,Flooding in the Wheatbelt: 25 February 2018,822,1,1,0,0,A/B,0,0,Flood,2018-02-25
Pingelly,LGA,57140,Western Australia,AGRN 978 - WA - Severe Weather across the Lower South West Land Division (20-31 July 2021),978,0,1,0,0,A/B,0,0,Storm,2021-07-20
Plantagenet,LGA,57210,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Plantagenet,LGA,57210,Western Australia,Heavy Rainfall and Associated Flooding: 18 to 21 January 2016,696,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-01-18
Plantagenet,LGA,57210,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Plantagenet,LGA,57210,Western Australia,Flooding in the Great Southern Region: 25 to 26 September 2017,768,1,1,0,0,A/B,0,0,Flood,2017-09-25
Plantagenet,LGA,57210,Western Australia,Heavy Rainfall and Associated Flooding in the Shire of Plantagenet: 19-20 March 2019,858,0,1,0,0,A/B,0,0,"Flood, Rainfall",2019-03-19
Plantagenet,LGA,57210,Western Australia,AGRN 973 - WA - Severe Weather and Associated Flooding across the South Coastal District (20-21 June 2021),973,1,1,0,0,A/B,0,0,Storm,2021-06-20
Plantagenet,LGA,57210,Western Australia,AGRN 1208 - Storms and Associated Flooding in the Great Southern Region of Western Australia (13-14 March 2025),1208,1,1,0,0,A/B,0,0,Storm,2025-03-13
Port Hedland,LGA,57280,Western Australia,Western Australia-Tropical Cyclone George: 9 March 2007,267,0,0,0,0,unknown,0,0,Cyclone,2007-03-09
Port Hedland,LGA,57280,Western Australia,Western Australia-Tropical Cyclone Jacob: 2007,268,0,0,0,0,unknown,0,0,,2007-01-01
Port Hedland,LGA,57280,Western Australia,Western Australia-Tropical Cyclone Carlos and associated flooding: 21 February 2011,434,0,0,0,0,unknown,0,0,"Flood, Cyclone",2011-02-21
Port Hedland,LGA,57280,Western Australia,Western Australia-Tropical Cyclone Heidi and associated flooding: 11 January 2012,473,0,0,0,0,unknown,0,0,"Flood, Cyclone",2012-01-11
Port Hedland,LGA,57280,Western Australia,Western Australia-Tropical Cyclone Lua and associated flooding: 17 March 2012,487,0,0,0,0,unknown,0,0,"Flood, Cyclone",2012-03-17
Port Hedland,LGA,57280,Western Australia,Tropical Cyclone Rusty and associated flooding: 27 February 2013,553,0,0,0,0,unknown,0,0,"Flood, Cyclone",2013-02-27
Port Hedland,LGA,57280,Western Australia,Tropical Cyclone Peta and associated flooding: 23 January 2013,558,0,0,0,0,unknown,0,0,"Flood, Cyclone",2013-01-23
Port Hedland,LGA,57280,Western Australia,Tropical low and associated flooding: 24 June 2013,580,0,0,0,0,unknown,0,0,"Flood, Low/tropical low",2013-06-24
Port Hedland,LGA,57280,Western Australia,Severe Tropical Cyclone Christine: 30 December 2013,595,0,0,0,0,unknown,0,0,Cyclone,2013-12-30
Port Hedland,LGA,57280,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Port Hedland,LGA,57280,Western Australia,Tropical Cyclone Veronica and Associated Flooding: 23-26 March 2019,850,1,1,0,0,A/B,0,0,"Cyclone, Flood",2019-03-23
Port Hedland,LGA,57280,Western Australia,Tropical Cyclone Damien and associated flooding: 4 to 9 February 2020,899,1,1,0,0,A/B,0,0,"Cyclone, Flood",2020-02-04
Port Hedland,LGA,57280,Western Australia,AGRN 951 - Tropical Low and Low and Associated Flooding (28 January - 8 February 2021),951,1,1,0,0,A/B,0,0,Storm,2021-01-28
Port Hedland,LGA,57280,Western Australia,AGRN 963 - Tropical Low & Associated flooding in the Pilbara & Goldfields Regions (11-12 December 2020),963,1,1,0,0,A/B,0,0,Storm,2020-12-11
Port Hedland,LGA,57280,Western Australia,AGRN 1059 - Tropical Cyclone Ilsa (13 April 2023 onwards),1059,1,1,0,1,C/D,0,0,Cyclone,2023-04-13
Port Hedland,LGA,57280,Western Australia,AGRN 1185 - Severe Tropical Cyclone Zelia and Associated Flooding in Western Australia (12 -16 February 2025),1185,1,1,0,0,A/B,0,0,Cyclone,2025-02-12
Quairading,LGA,57350,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Quairading,LGA,57350,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Quairading,LGA,57350,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Quairading,LGA,57350,Western Australia,Rainfall following Tropical Cyclone Joyce: 11 to 16 January 2018,781,1,1,0,0,A/B,0,0,"Cyclone, Rainfall",2018-01-11
Ravensthorpe,LGA,57420,Western Australia,Western Australia severe thunderstorms and associated flooding: 6 and 12 December 2011,465,0,0,0,0,unknown,0,0,"Flood, Thunderstorm",2011-12-06
Ravensthorpe,LGA,57420,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Ravensthorpe,LGA,57420,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Ravensthorpe,LGA,57420,Western Australia,AGRN 1023 - Storms and Flooding in the South Coastal District (11-14 April 2022),1023,1,1,0,0,A/B,0,0,Storm,2022-04-11
Sandstone,LGA,57630,Western Australia,Western Australia floods: 15 December 2010,418,0,0,0,0,unknown,0,0,Flood,2010-12-15
Sandstone,LGA,57630,Western Australia,Western Australia severe weather and flooding associated with Tropical Cyclone Dianne: 17 February 2011,435,0,0,0,0,unknown,0,0,"Flood, Cyclone",2011-02-17
Sandstone,LGA,57630,Western Australia,Western Australia-Tropical Cyclone Heidi and associated flooding: 11 January 2012,473,0,0,0,0,unknown,0,0,"Flood, Cyclone",2012-01-11
Sandstone,LGA,57630,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Sandstone,LGA,57630,Western Australia,Tropical lows and associated flooding: 16 January and 6 February 2014,606,0,0,0,0,unknown,0,0,"Flood, Low/tropical low",2014-01-16
Sandstone,LGA,57630,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Sandstone,LGA,57630,Western Australia,Heavy Rainfall and Flooding in the South West Land Division: 19 to 27 March 2016,714,0,0,0,0,unknown,0,0,"Flood, Rainfall",2016-03-19
Sandstone,LGA,57630,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Sandstone,LGA,57630,Western Australia,"Tropical Cyclone Blake, associate thunderstorms and flooding : 8-16 January 2020",888,1,1,0,0,A/B,0,0,"Cyclone, Flood, Storm, Thunderstorm",2020-01-08
Sandstone,LGA,57630,Western Australia,AGRN 1113 - Tropical Low and Associated Flooding in Western Australia (21-27 January 2024,1113,1,1,0,0,A/B,0,0,Flood,2024-01-21
Sandstone,LGA,57630,Western Australia,"AGRN 1120 - Storms and associated flooding across the Goldfields, Southern Interior and Eucla areas (7 March 2024 onwards)",1120,0,1,0,0,A/B,0,0,Storm,2024-03-07
Serpentine-Jarrahdale,LGA,57700,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,0,0,Bushfire,2011-02-05
Serpentine-Jarrahdale,LGA,57700,Western Australia,AGRN 978 - WA - Severe Weather across the Lower South West Land Division (20-31 July 2021),978,0,1,0,0,A/B,0,0,Storm,2021-07-20
Shark Bay,LGA,57770,Western Australia,Western Australia floods: 15 December 2010,418,0,0,0,0,unknown,0,0,Flood,2010-12-15
Shark Bay,LGA,57770,Western Australia,Severe Tropical Cyclone Olwyn and associated flooding: March 2015,663,0,0,0,0,unknown,0,0,"Cyclone, Flood",2015-03-12
Shark Bay,LGA,57770,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,0,0,Cyclone,2021-04-11
Shark Bay,LGA,57770,Western Australia,AGRN 1280 - WA - Severe Tropical Cyclone Narelle and associated flooding (25 -28 March 2026),1280,1,1,0,0,A/B,0,0,Cyclone,2026-03-25
South Perth,LGA,57840,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Stirling,LGA,57910,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Subiaco,LGA,57980,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Swan,LGA,58050,Western Australia,Western Australia bushfire: 5 February 2011,431,0,0,0,0,unknown,0,0,Bushfire,2011-02-05
Swan,LGA,58050,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Swan,LGA,58050,Western Australia,AGRN 950 - Wooroloo Bushfire (1 February 2021),950,1,1,1,0,C/D,1,1,Bushfire,2021-02-01
Swan,LGA,58050,Western Australia,AGRN 1082 - Mariginiup Bushfire in Western Australia (22 November 2023 onwards),1082,1,1,0,0,A/B,0,0,Bushfire,2023-11-22
Swan,LGA,58050,Western Australia,AGRN 1201 - Storm in the Perth Hills Area in Western Australia (19 February 2025),1201,1,1,0,0,A/B,0,0,Storm,2025-02-19
Tammin,LGA,58190,Western Australia,Heavy Rainfall and Associated Flooding Event: 30 to 31 July 2015,673,0,0,0,0,unknown,0,0,"Flood, Rainfall",2015-07-30
Tammin,LGA,58190,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Three Springs,LGA,58260,Western Australia,Western Australia-tornado and severe storms: 7 to 13 June 2012,496,0,0,0,0,unknown,0,0,"Storm, Tornado",2012-06-07
Three Springs,LGA,58260,Western Australia,Surface trough and associated flooding: 28 February to 8 March 2015,661,0,0,0,0,unknown,0,0,"Flood, Trough/monsoonal trough",2015-02-28
Three Springs,LGA,58260,Western Australia,Flooding in Western Australia: January and February 2017,743,0,0,0,0,unknown,0,0,"Flood, Low/tropical low, Rainfall",2017-01-16
Three Springs,LGA,58260,Western Australia,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),965,1,1,1,1,C/D,1,1,Cyclone,2021-04-11
Toodyay,LGA,58330,Western Australia,Western Australia bushfires: 29 December 2009,365,0,0,0,0,unknown,0,0,Bushfire,2009-12-29
Toodyay,LGA,58330,Western Australia,Western Australia severe thunderstorm: 29 January 2011,427,0,0,0,0,unknown,0,0,Thunderstorm,2011-01-29
Toodyay,LGA,58330,Western Australia,Western Australia severe thunderstorm: 21 March 2011,445,0,0,0,0,unknown,0,0,Thunderstorm,2011-03-21
