Location_Name,Location_Type,Location_code,STATE,event_name,agrn,cat_A,cat_B,cat_C,cat_D,highest_drfa_category_group,AGDRP,DRA,hazard_type,disaster_start_date
Wingecarribee,LGA,18350,New South Wales,Snow Storm Southern Tablelands: 16 July 2015,679,0,0,0,0,unknown,0,0,Storm,2015-07-16
Wingecarribee,LGA,18350,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Wingecarribee,LGA,18350,New South Wales,East Coast Storms and Floods: from 12 March 2017,758,0,0,0,0,unknown,0,0,"Flood, Storm",2017-03-12
Wingecarribee,LGA,18350,New South Wales,AGRN 871 - NSW Bushfires (31 August 2019 onwards),871,1,1,1,1,C/D,1,1,Bushfire,2019-08-31
Wingecarribee,LGA,18350,New South Wales,Sydney and Southern Highlands Storms (5 September 2019 onwards),881,1,1,0,0,A/B,0,0,Storm,2019-09-05
Wingecarribee,LGA,18350,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Wingecarribee,LGA,18350,New South Wales,AGRN 922 - NSW Storms and Floods (25 July 2020 onwards),922,1,1,0,0,A/B,0,0,Flood,2020-07-25
Wingecarribee,LGA,18350,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Wingecarribee,LGA,18350,New South Wales,AGRN 945 - NSW Storms (28 November 2020 onwards),945,1,1,0,0,A/B,0,0,Storm,2020-11-28
Wingecarribee,LGA,18350,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Wingecarribee,LGA,18350,New South Wales,AGRN 970 - Southern NSW Storms and Floods (5 May 2021 onwards),970,1,1,0,0,A/B,0,0,Storm,2021-05-05
Wingecarribee,LGA,18350,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Wingecarribee,LGA,18350,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Wingecarribee,LGA,18350,New South Wales,AGRN 1027 - Wingecarribee Severe Storm (19 April 2022),1027,1,1,0,0,A/B,0,0,Storm,2022-04-19
Wingecarribee,LGA,18350,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,0,A/B,0,1,Flood,2022-09-14
Wingecarribee,LGA,18350,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Wingecarribee,LGA,18350,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),1129,1,1,0,0,A/B,0,0,Flood,2024-06-04
Wingecarribee,LGA,18350,New South Wales,AGRN 1155 - Wingecarribee NSW Storm (28 August 2024 onwards),1155,0,1,0,0,A/B,0,0,Storm,2024-08-28
Wingecarribee,LGA,18350,New South Wales,AGRN 1170 - NSW Severe Weather and Storms from 15 January 2025,1170,1,1,0,0,A/B,0,0,Storm,2025-01-15
Wingecarribee,LGA,18350,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,0,1,C/D,0,0,Storm,2025-05-18
Wingecarribee,LGA,18350,New South Wales,AGRN 1217 - NSW South Coast Severe Weather (from 30 June 2025),1217,0,1,0,0,A/B,0,0,Storm,2025-06-30
Wollondilly,LGA,18400,New South Wales,Eastern bushfires: from 13 October 2013,587,0,0,0,0,unknown,0,0,Bushfire,2013-10-13
Wollondilly,LGA,18400,New South Wales,Eastern bushfires: from 16 October 2013,588,0,0,0,0,unknown,0,0,Bushfire,2013-10-16
Wollondilly,LGA,18400,New South Wales,Eastern NSW severe thunderstorms: 13 October 2014,651,0,0,0,0,unknown,0,0,Thunderstorm,2014-10-13
Wollondilly,LGA,18400,New South Wales,East coast storms and floods: 20 April 2015,667,0,0,0,0,unknown,0,0,"Storm, Flood",2015-04-20
Wollondilly,LGA,18400,New South Wales,East Coast Storms and Floods: 14 to 15 January 2016,699,0,0,0,0,unknown,0,0,"Flood, Storm, Weather event",2016-01-14
Wollondilly,LGA,18400,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Wollondilly,LGA,18400,New South Wales,NSW Storms and Floods: 13 December 2018 onwards,833,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-13
Wollondilly,LGA,18400,New South Wales,AGRN 871 - NSW Bushfires (31 August 2019 onwards),871,1,1,1,1,C/D,1,1,Bushfire,2019-08-31
Wollondilly,LGA,18400,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Wollondilly,LGA,18400,New South Wales,AGRN 960 - NSW Storms and Floods (10 March 2021 onwards),960,1,1,1,1,C/D,1,1,Flood,2021-03-10
Wollondilly,LGA,18400,New South Wales,AGRN 982 - Severe Weather Event Accross NSW (23 October 2021 onwards),982,1,1,0,0,A/B,0,0,Storm,2021-10-23
Wollondilly,LGA,18400,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Wollondilly,LGA,18400,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Wollondilly,LGA,18400,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Wollondilly,LGA,18400,New South Wales,AGRN 1212- NSW East Coast Severe Weather (from 18 May 2025),1212,1,1,0,1,C/D,0,0,Storm,2025-05-18
Wollondilly,LGA,18400,New South Wales,AGRN 1238 - Wollondilly and Camden NSW Severe Weather Event (19 - 23 August 2025),1238,0,1,0,0,A/B,0,0,Storm,2025-08-19
Wollongong,LGA,18450,New South Wales,New South Wales weather event: September 2010,415,0,0,0,0,unknown,0,0,Weather event,2010-09-04
Wollongong,LGA,18450,New South Wales,New South Wales severe weather: July 2011,452,0,0,0,0,unknown,0,0,Weather event,2011-07-05
Wollongong,LGA,18450,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Wollongong,LGA,18450,New South Wales,Eastern bushfires: from 16 October 2013,588,0,0,0,0,unknown,0,0,Bushfire,2013-10-16
Wollongong,LGA,18450,New South Wales,South Eastern NSW storm: 24 March 2014,634,0,0,0,0,unknown,0,0,Storm,2014-03-24
Wollongong,LGA,18450,New South Wales,Severe weather: 24 August 2015,675,0,0,0,0,unknown,0,0,Weather event,2015-08-24
Wollongong,LGA,18450,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Wollongong,LGA,18450,New South Wales,East Coast Storms and Floods: from 12 March 2017,758,0,0,0,0,unknown,0,0,"Flood, Storm",2017-03-12
Wollongong,LGA,18450,New South Wales,Eastern NSW Storms: 8 February 2019 onwards,861,1,1,0,0,A/B,0,0,Storm,2019-02-08
Wollongong,LGA,18450,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Wollongong,LGA,18450,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Wollongong,LGA,18450,New South Wales,AGRN 1012 - NSW Severe Weather and Flooding (22 February 2022 onwards),1012,1,1,1,1,C/D,1,1,Flood,2022-02-22
Wollongong,LGA,18450,New South Wales,AGRN 1025 - NSW Severe Weather and Flooding (27 June 2022 onwards),1025,1,1,0,1,C/D,1,1,Flood,2022-06-27
Wollongong,LGA,18450,New South Wales,AGRN 1049 - NSW Severe Storms (9 February 2023),1049,1,1,0,0,A/B,0,0,Storm,2023-02-09
Wollongong,LGA,18450,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Wollongong,LGA,18450,New South Wales,AGRN 1129 - NSW Severe Weather (4 June 2024 onwards),1129,1,1,0,0,A/B,0,0,Flood,2024-06-04
Woollahra,LGA,18500,New South Wales,NSW: Severe Thunderstorms 16 December 2015,687,0,0,0,0,unknown,0,0,"Rainfall, Thunderstorm",2015-12-16
Woollahra,LGA,18500,New South Wales,East Coast Storms and Floods: 1 June 2016,718,0,0,0,0,unknown,0,0,"Flood, Storm, Storm surge",2016-06-01
Woollahra,LGA,18500,New South Wales,NSW Storms and Floods: 20 December 2018,834,1,1,0,0,A/B,0,0,"Flood, Storm",2018-12-20
Woollahra,LGA,18500,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Yass Valley,LGA,18710,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Yass Valley,LGA,18710,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Yass Valley,LGA,18710,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Yass Valley,LGA,18710,New South Wales,NSW Inland Storms and Floods (from 30 August 2016),731,0,0,0,0,unknown,0,0,"Flood, Rainfall, Storm",2016-08-30
Yass Valley,LGA,18710,New South Wales,Southern Ranges Bushfires: from 17 January 2017,745,0,0,0,0,unknown,0,0,Bushfire,2017-01-17
Yass Valley,LGA,18710,New South Wales,AGRN 923 - NSW Storms and Floods (5 August 2020 onwards),923,1,1,0,0,A/B,0,0,Flood,2020-08-05
Yass Valley,LGA,18710,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,0,Flood,2021-11-09
Yass Valley,LGA,18710,New South Wales,AGRN 1030 - Southern and Central West Flooding (4 August 2022 onwards),1030,1,1,0,1,C/D,0,0,Flood,2022-08-04
Yass Valley,LGA,18710,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Yass Valley,LGA,18710,New South Wales,AGRN 1066 - Upper Lachlan and Yass Valley Bushfires (11 February 2023 onwards),1066,0,1,0,0,A/B,0,0,Bushfire,2023-02-11
Yass Valley,LGA,18710,New South Wales,AGRN 1119 - NSW East Coast Flooding (from 1 April 2024 onwards),1119,1,1,0,0,A/B,0,0,Flood,2024-04-01
Yass Valley,LGA,18710,New South Wales,AGRN 1190 - Yass Valley NSW Bushfire (27 December 2024 - 7 January 2025),1190,0,1,0,0,A/B,0,0,Bushfire,2024-12-27
Unincorporated NSW,LGA,19399,New South Wales,New South Wales-floods: 29 November to 28 February 2011,421,0,0,0,0,unknown,0,0,Flood,2010-11-29
Unincorporated NSW,LGA,19399,New South Wales,Southern New South Wales flooding: February to March 2012,479,0,0,0,0,unknown,0,0,Flood,2012-02-28
Unincorporated NSW,LGA,19399,New South Wales,Bourke bushfire: 20 to 27 October 2012,505,0,0,0,0,unknown,0,0,Bushfire,2012-10-20
Unincorporated NSW,LGA,19399,New South Wales,State-wide bushfires: January 2013,538,0,0,0,0,unknown,0,0,Bushfire,2013-01-01
Unincorporated NSW,LGA,19399,New South Wales,Bushfire: 13 to 18 December 2012,572,0,0,0,0,unknown,0,0,Bushfire,2012-12-13
Unincorporated NSW,LGA,19399,New South Wales,Extensive rainfall-Unincorporated Area: 10 January 2015,668,0,0,0,0,unknown,0,0,Rainfall,2015-01-10
Unincorporated NSW,LGA,19399,New South Wales,NSW Storms and Floods: 15 January 2020 onwards,898,1,1,0,0,A/B,0,0,"Flood, Storm",2020-01-15
Unincorporated NSW,LGA,19399,New South Wales,AGRN 987 - NSW Severe Weather and Flooding from 9 November 2021 onwards,987,1,1,0,1,C/D,0,1,Flood,2021-11-09
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1034 - NSW Flooding (14 September 2022 onwards),1034,1,1,0,1,C/D,0,1,Flood,2022-09-14
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1149 - Far West Region Storm (17 October 2024 onwards),1149,1,1,0,0,A/B,0,1,Storm,2024-10-17
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1198 - Tropical Cyclone Alfred Severe Weather (from 6 March 2025),1198,1,1,1,1,C/D,0,1,Cyclone,2025-03-06
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1211 - Far West NSW Flooding (from 22 March 2025),1211,1,1,0,0,A/B,0,0,Flood,2025-03-22
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1277 - Far West Unincorporated Area NSW Severe Weather Event (from 21 - 22 December 2025),1277,0,1,0,0,A/B,0,0,Storm,2025-12-21
Unincorporated NSW,LGA,19399,New South Wales,AGRN 1278 - Far West NSW Severe Weather Event (from 7 February - 13 March 2026),1278,0,1,0,0,A/B,0,0,Storm,2026-02-07
Alpine,LGA,20110,Victoria,Victorian bushfires: January to February 2009,322,0,0,0,0,unknown,0,0,Bushfire,2009-01-01
Alpine,LGA,20110,Victoria,Victoria floods: 4 September 2010,413,0,0,0,0,unknown,0,0,Flood,2010-09-04
Alpine,LGA,20110,Victoria,Victoria floods: November to December 2010,419,0,0,0,0,unknown,0,0,Flood,2010-11-01
Alpine,LGA,20110,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Alpine,LGA,20110,Victoria,Victoria severe storms and floods: 26 February 2012,480,0,0,0,0,unknown,0,0,"Flood, Storm",2012-02-26
Alpine,LGA,20110,Victoria,Victoria storms and flooding: 4 June 2012,494,0,0,0,0,unknown,0,0,"Flood, Storm",2012-06-04
Alpine,LGA,20110,Victoria,Victoria storms and flooding: 25 to 27 May 2012,495,0,0,0,0,unknown,0,0,"Flood, Storm",2012-05-25
Alpine,LGA,20110,Victoria,Eastern bushfires: 17 January 2013,540,0,0,0,0,unknown,0,0,Bushfire,2013-01-17
Alpine,LGA,20110,Victoria,Bushfires: February 2013,550,0,0,0,0,unknown,0,0,Bushfire,2013-02-01
Alpine,LGA,20110,Victoria,North East Victoria storms and tornadoes: 21 March 2013,555,0,0,0,0,unknown,0,0,"Storm, Tornado",2013-03-21
Alpine,LGA,20110,Victoria,Storms and floods: 13 August 2013,581,0,0,0,0,unknown,0,0,"Flood, Storm",2013-08-13
Alpine,LGA,20110,Victoria,Eastern Victoria Storms and Floods: 8-9 December 2015,690,0,0,0,0,unknown,0,0,"Flood, Storm",2015-12-08
Alpine,LGA,20110,Victoria,Victorian Floods and Storms: September / October 2016,728,0,0,0,0,unknown,0,0,"Flood, Storm",2016-09-09
Alpine,LGA,20110,Victoria,Victoria Storms and Floods: 29 December 2016,736,0,0,0,0,unknown,0,0,"Flood, Storm",2016-12-29
Alpine,LGA,20110,Victoria,Victorian Floods and Storms: commencing 1 December 2017,775,1,1,0,0,A/B,0,0,"Flood, Storm",2017-12-01
Alpine,LGA,20110,Victoria,AGRN 830 - Victoria Floods and Storms (13 December 2018),830,1,1,0,0,A/B,0,0,Storm,2018-12-18
Alpine,LGA,20110,Victoria,AGRN 846 - South-East Victoria Bushfires (28 February 2019),846,0,1,0,0,A/B,0,0,Bushfire,2019-02-28
Alpine,LGA,20110,Victoria,Victorian Bushfires: 21 November 2019 onwards,882,1,1,1,1,C/D,1,1,Bushfire,2019-11-21
Alpine,LGA,20110,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Alpine,LGA,20110,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Alpine,LGA,20110,Victoria,AGRN 1218 - Victorian Storms (commencing 29 August 2025),1218,0,1,0,0,A/B,0,0,Storm,2025-08-29
Alpine,LGA,20110,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Barkers Creek,SAL,20141,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,0,0,0,0,unknown,1,0,Bushfire,2026-01-07
Ararat,LGA,20260,Victoria,Victoria floods: 12 January 2011,423,0,0,0,0,unknown,0,0,Flood,2011-01-12
Ararat,LGA,20260,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Ararat,LGA,20260,Victoria,Victoria storms and flash flooding: 18 December 2011,467,0,0,0,0,unknown,0,0,"Flood, Storm",2011-12-18
Ararat,LGA,20260,Victoria,Bushfires: February 2013,550,0,0,0,0,unknown,0,0,Bushfire,2013-02-01
Ararat,LGA,20260,Victoria,Storms and floods: 13 August 2013,581,0,0,0,0,unknown,0,0,"Flood, Storm",2013-08-13
Ararat,LGA,20260,Victoria,Bushfires: 15 January 2014,602,0,0,0,0,unknown,0,0,Bushfire,2014-01-15
Ararat,LGA,20260,Victoria,Bushfires: 2 January 2015,642,0,0,0,0,unknown,0,0,Bushfire,2015-01-02
Ararat,LGA,20260,Victoria,Victorian Floods and Storms: September / October 2016,728,0,0,0,0,unknown,0,0,"Flood, Storm",2016-09-09
Ararat,LGA,20260,Victoria,Victorian Bushfires: 21 November 2019 onwards,882,1,1,1,1,C/D,0,1,Bushfire,2019-11-21
Ararat,LGA,20260,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Ararat,LGA,20260,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Ararat,LGA,20260,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Ararat,LGA,20260,Victoria,AGRN 1166 - Western Victoria Bushfires (commencing 16 December 2024),1166,1,1,1,1,C/D,0,1,Bushfire,2024-12-16
Ararat,LGA,20260,Victoria,AGRN 1242 - Victorian Bushfires (commencing 7 January 2026),1242,1,1,1,1,C/D,0,0,Bushfire,2026-01-07
Ballarat,LGA,20570,Victoria,Victorian storms: 6 to 7 March 2010,383,0,0,0,0,unknown,0,0,Storm,2010-03-06
Ballarat,LGA,20570,Victoria,Victoria floods: 4 September 2010,413,0,0,0,0,unknown,0,0,Flood,2010-09-04
Ballarat,LGA,20570,Victoria,Victoria floods: November to December 2010,419,0,0,0,0,unknown,0,0,Flood,2010-11-01
Ballarat,LGA,20570,Victoria,Victoria floods: 12 January 2011,423,0,0,0,0,unknown,0,0,Flood,2011-01-12
Ballarat,LGA,20570,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Ballarat,LGA,20570,Victoria,Victoria severe storms and floods: 26 February 2012,480,0,0,0,0,unknown,0,0,"Flood, Storm",2012-02-26
Ballarat,LGA,20570,Victoria,Storms and floods: 13 August 2013,581,0,0,0,0,unknown,0,0,"Flood, Storm",2013-08-13
Ballarat,LGA,20570,Victoria,Victorian Bushfires: 19 to 25 December 2015,689,0,0,0,0,unknown,0,0,Bushfire,2015-12-19
Ballarat,LGA,20570,Victoria,Ballarat (Mount Bolton) and Mornington Peninsula (Somerville) Bushfires: February 2016,701,0,0,0,0,unknown,0,0,Bushfire,2016-02-23
Ballarat,LGA,20570,Victoria,Victorian Floods and Storms: September / October 2016,728,0,0,0,0,unknown,0,0,"Flood, Storm",2016-09-09
Ballarat,LGA,20570,Victoria,Central Victoria Storms and Floods: from 8 April 2017,760,0,0,0,0,unknown,0,0,"Flood, Storm",2017-04-08
Ballarat,LGA,20570,Victoria,Victorian Bushfires: 21 November 2019 onwards,882,1,1,1,1,C/D,0,1,Bushfire,2019-11-21
Ballarat,LGA,20570,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,0,0,Flood,2021-06-09
Ballarat,LGA,20570,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,0,A/B,0,0,Storm,2021-10-29
Ballarat,LGA,20570,Victoria,AGRN 995 - VIC - Central West Victorian Storms (5 January 2022),995,1,1,0,0,A/B,0,0,Storm,2022-01-05
Ballarat,LGA,20570,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Ballarat,LGA,20570,Victoria,AGRN 1096 - Victorian Floods and Storms commencing 24 December 2023,1096,1,1,0,1,C/D,0,0,Storm,2023-12-24
Ballarat,LGA,20570,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Banyule,LGA,20660,Victoria,Victorian storms: 6 to 7 March 2010,383,0,0,0,0,unknown,0,0,Storm,2010-03-06
Banyule,LGA,20660,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Banyule,LGA,20660,Victoria,Victoria severe weather Melbourne: 25 December 2011,468,0,0,0,0,unknown,0,0,Weather event,2011-12-25
Banyule,LGA,20660,Victoria,Victoria Storms and Floods: 29 December 2016,736,0,0,0,0,unknown,0,0,"Flood, Storm",2016-12-29
Banyule,LGA,20660,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Banyule,LGA,20660,Victoria,AGRN 1037 - Victorian Floods (commencing 6 October 2022),1037,1,1,1,1,C/D,0,1,Flood,2022-10-06
Dadswells Bridge,SAL,20699,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,0,0,0,0,unknown,1,0,"Bushfire, Storm",2024-02-13
Bass Coast,LGA,20740,Victoria,Gippsland storms and floods: 26 June 2007,278,0,0,0,0,unknown,0,0,"Flood, Storm",2007-06-26
Bass Coast,LGA,20740,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Bass Coast,LGA,20740,Victoria,Victoria storms and flooding: 4 June 2012,494,0,0,0,0,unknown,0,0,"Flood, Storm",2012-06-04
Bass Coast,LGA,20740,Victoria,Victoria storms and flooding: 25 to 27 May 2012,495,0,0,0,0,unknown,0,0,"Flood, Storm",2012-05-25
Bass Coast,LGA,20740,Victoria,Victoria floods: 22 to 24 June 2012,497,0,0,0,0,unknown,0,0,Flood,2012-06-22
Bass Coast,LGA,20740,Victoria,Severe storms: 5 to 8 September 2012,503,0,0,0,0,unknown,0,0,Storm,2012-09-05
Bass Coast,LGA,20740,Victoria,Floods: 12 June 2013,575,0,0,0,0,unknown,0,0,Flood,2013-06-12
Bass Coast,LGA,20740,Victoria,Victorian Bushfires: 19 to 25 December 2015,689,0,0,0,0,unknown,0,0,Bushfire,2015-12-19
Bass Coast,LGA,20740,Victoria,Gippsland Floods: July 2016,721,0,0,0,0,unknown,0,0,Flood,2016-07-05
Bass Coast,LGA,20740,Victoria,Eastern Victoria Storms: 12 to 13 July 2016,724,0,0,0,0,unknown,0,0,Storm,2016-07-12
Bass Coast,LGA,20740,Victoria,Eastern Victoria Storms and Floods: commencing 8 August 2019,873,0,1,0,0,A/B,0,0,"Flood, Storm",2019-08-08
Bass Coast,LGA,20740,Victoria,AGRN 934 - Victoria Storms (commencing 27 August 2020),934,1,1,0,0,A/B,0,0,Storm,2020-08-27
Bass Coast,LGA,20740,Victoria,AGRN 969 - Victorian Storms and Floods (commencing 9 June 2021),969,1,1,0,1,C/D,1,1,Flood,2021-06-09
Bass Coast,LGA,20740,Victoria,AGRN 983 - Victoria Storms (29 October 2021),983,1,1,0,1,C/D,0,0,Storm,2021-10-29
Bass Coast,LGA,20740,Victoria,AGRN 1029 - South-East Victorian Storms (Commencing 13 August 2022),1029,0,1,0,0,A/B,0,0,Storm,2022-08-13
Bass Coast,LGA,20740,Victoria,AGRN 1108 - Victorian Bushfires and Storms (commencing 13 February 2024),1108,1,1,0,1,C/D,0,0,"Bushfire, Storm",2024-02-13
Bass Coast,LGA,20740,Victoria,AGRN 1147 - Victorian Storms (commencing 25 August 2024),1147,1,1,0,0,A/B,0,0,Storm,2024-08-25
Bass Coast,LGA,20740,Victoria,AGRN 1169 - Bass Coast Bushfires (commencing 19 December 2024),1169,1,1,0,0,A/B,0,0,Bushfire,2024-12-19
Baw Baw,LGA,20830,Victoria,Gippsland storms and floods: 26 June 2007,278,0,0,0,0,unknown,0,0,"Flood, Storm",2007-06-26
Baw Baw,LGA,20830,Victoria,Victorian bushfires: January to February 2009,322,0,0,0,0,unknown,0,0,Bushfire,2009-01-01
Baw Baw,LGA,20830,Victoria,Victorian storms: 6 to 7 March 2010,383,0,0,0,0,unknown,0,0,Storm,2010-03-06
Baw Baw,LGA,20830,Victoria,Victoria floods: 6 to 8 February 2011,429,0,0,0,0,unknown,0,0,Flood,2011-02-06
Baw Baw,LGA,20830,Victoria,Victoria floods: 22 to 23 March 2011,443,0,0,0,0,unknown,0,0,Flood,2011-03-22
Baw Baw,LGA,20830,Victoria,Victoria storms: 9 to 10 November 2011,461,0,0,0,0,unknown,0,0,Storm,2011-11-09
Baw Baw,LGA,20830,Victoria,Victoria storms and flooding: 4 June 2012,494,0,0,0,0,unknown,0,0,"Flood, Storm",2012-06-04
Baw Baw,LGA,20830,Victoria,Victoria storms and flooding: 25 to 27 May 2012,495,0,0,0,0,unknown,0,0,"Flood, Storm",2012-05-25
Baw Baw,LGA,20830,Victoria,Victoria floods: 22 to 24 June 2012,497,0,0,0,0,unknown,0,0,Flood,2012-06-22
Baw Baw,LGA,20830,Victoria,Severe storms: 5 to 8 September 2012,503,0,0,0,0,unknown,0,0,Storm,2012-09-05
Baw Baw,LGA,20830,Victoria,Eastern bushfires: 17 January 2013,540,0,0,0,0,unknown,0,0,Bushfire,2013-01-17
Baw Baw,LGA,20830,Victoria,Bushfires: February 2013,550,0,0,0,0,unknown,0,0,Bushfire,2013-02-01
Baw Baw,LGA,20830,Victoria,Storms and floods: 13 August 2013,581,0,0,0,0,unknown,0,0,"Flood, Storm",2013-08-13
Baw Baw,LGA,20830,Victoria,Storms: 26 September 2013,584,0,0,0,0,unknown,0,0,Storm,2013-09-26
Baw Baw,LGA,20830,Victoria,Bushfires: 7 February 2014,608,0,0,0,0,unknown,0,0,Bushfire,2014-02-07
Baw Baw,LGA,20830,Victoria,Storms: July 2014,637,0,0,0,0,unknown,0,0,Storm,2014-07-30
Baw Baw,LGA,20830,Victoria,Storms and floods: 8 September 2014,638,0,0,0,0,unknown,0,0,"Flood, Storm",2014-09-08
Baw Baw,LGA,20830,Victoria,South Eastern Floods: 27 August 2015,674,0,0,0,0,unknown,0,0,Flood,2015-08-27
Baw Baw,LGA,20830,Victoria,Central and Eastern Victoria Storms: 30 April 2016,712,0,0,0,0,unknown,0,0,Storm,2016-04-30
Baw Baw,LGA,20830,Victoria,Victorian Floods and Storms: September / October 2016,728,0,0,0,0,unknown,0,0,"Flood, Storm",2016-09-09
Baw Baw,LGA,20830,Victoria,Victoria Storms and Bushfires: commencing 17 March 2018,797,1,1,0,0,A/B,0,0,"Bushfire, Storm",2018-03-17
Baw Baw,LGA,20830,Victoria,Central Victorian Storms: commencing 19 February 2018,812,1,1,0,0,A/B,0,0,Storm,2018-02-09
Baw Baw,LGA,20830,Victoria,Central Victoria Storms: 17 July 2018,825,1,1,0,0,A/B,0,0,Storm,2018-07-17
Baw Baw,LGA,20830,Victoria,AGRN 846 - South-East Victoria Bushfires (28 February 2019),846,1,1,1,0,C/D,0,0,Bushfire,2019-02-28
